 ,Tweets,date
18,"After human #employees, #Google now lays off #robots that clean #cafeterias.

#googlelayoffs #layoffs #layoff #Robots #Robotics #technology #TechnologyNews #techtwitter #techno #TechTrends #innovation #LatestNews #latest #UPDATE #development https://t.co/qkzjJP24Jp",2023-03-02 05:35:40+00:00
19,"Robots are getting laid off too!!! #robots #GoogleAI #googlelayoffs 
https://t.co/jUgTYmnvcd",2023-03-01 08:11:31+00:00
20,"These #Google robots helped clean cafeterias, open doors and more. #GoogleLayoffs  
https://t.co/P4cF4BBy3L",2023-03-01 05:06:31+00:00
21,"The Power Of Choice Is Always In Our Hands.
https://t.co/JKffMfVziN
#franchisefun #franchiseopportunities #franchiseconsultant #layoffs2023 #powerofchoice #googlelayoffs #metalayoffs #twitterlayoffs #amazonlayoffs https://t.co/tynbpg9oeo",2023-02-28 14:46:07+00:00
22,"#googlelayoffs
After human employees, #Google now lays off robots that clean cafeterias 

As per reports, #Alphapet has shut its experimental department, Everyday Robots, which had been working on developing and training robots that could clean Google's cafeterias. https://t.co/ygjS4CXtSy",2023-02-28 14:15:47+00:00
23,"Google India Employee Says He Was Sacked From Company Despite Being Star Performer For Month, Shares Emotional Post on LinkedIn 
#Google #GoogleLayoffs #LinkedIn #Viral #Trending 
https://t.co/m8zSGEQhsa",2023-02-28 11:17:58+00:00
24,"Here's what happened to the #GoogleIndia employee. #GoogleLayoffs
https://t.co/GH1TVpCAob",2023-02-28 10:40:21+00:00
25,The issue continues for more than a quarter year. @GooglePayIndia have started disconnecting call as soon as I confirm my details. Will go with other alternative as clearly @GoogleIndia @sundarpichai #googlelayoffs customers this time.,2023-02-28 07:49:39+00:00
26,"#chatbot Smart Joke😂😂😂
What do you call a Google employee who is laid off on Valentine's Day? Single and ready to mingle!""
#Chatbots #googlelayoffs #layoffs #layoff #sundarpichai",2023-02-28 05:07:57+00:00
27,"Robots are getting laid off too!!! #robots #GoogleAI #googlelayoffs 
https://t.co/jUgTYmnvcd",2023-02-27 22:58:39+00:00
28,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-27 19:16:39+00:00
29,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-27 19:09:53+00:00
30,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-27 18:28:29+00:00
31,"One Perk Of A Work From Home Business Is More Time With My GrandKids!
https://t.co/Bi3dpJXG68
#franchisefun #worklifebalance #franchiseopportunities #laidoff #googlelayoffs #metalayoffs #twitterlayoffs #amazonlayoffs #grandparents",2023-02-27 14:08:53+00:00
32,"Priyang Davey, who says he's a copywriter by day and a comedian by night, admitted in a LinkedIn post that before he left the company, he took something with him. 

Read Here 👇🏻

https://t.co/SRicGezlGg

#Google #GoogleLayoffs  | ✍️ @AnkitaSengupta_",2023-02-27 13:32:27+00:00
33,"Article summary: https://t.co/nQP1JaG2p3 (I'm a bot)

#Google #GoogleLayoffs #Tanner https://t.co/sJA6NShxV8",2023-02-27 13:25:38+00:00
34,"Priyang Davey, who says he's a copywriter by day and a comedian by night, admitted in a LinkedIn post that before he left the company, he took something with him. 

Read Here 👇🏻

https://t.co/SRicGezlGg

#Google #GoogleLayoffs  | ✍️ @AnkitaSengupta_",2023-02-27 13:21:42+00:00
35,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-27 10:36:17+00:00
36,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-27 10:29:51+00:00
37,"Google layoffs not based on performance: Sacked Indian employee

#googlelayoffs #Indianemployee #jobcut

https://t.co/l8jO9GXFvl",2023-02-27 09:07:12+00:00
38,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-27 08:24:47+00:00
39,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-27 08:19:39+00:00
40,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-27 08:15:14+00:00
41,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-27 08:13:47+00:00
42,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-27 07:22:48+00:00
43,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-27 06:14:41+00:00
44,"#GoogleLayoffs sparked a debate about whether the decision to cut 12,000 jobs was assisted by AI. 

https://t.co/d2yVoJ17Gp",2023-02-27 05:01:29+00:00
45,"#Google employee shares the hardest thing she had to do after she got sacked. #GoogleLayoffs 
https://t.co/WqK5YfBi1e",2023-02-27 04:11:52+00:00
46,"@bing Our take on Bing AI
https://t.co/r5WbWjdIGC
#ChatGPT #GoogleAI #BARD #Bing #BingChat #Microsoft #BingVsBard #ArtificialIntelligence #googlelayoffs #techlayoffs https://t.co/4mOcCV5NAZ",2023-02-27 03:46:23+00:00
47,"Microsoft ChatGPT vs Bard: Why Google is Scared of Bing AI? 
https://t.co/r5WbWjdIGC

#ChatGPT #GoogleAI #BARD #Bing #BingChat #Microsoft #BingVsBard #ArtificialIntelligence #googlelayoffs #techlayoffs",2023-02-27 03:43:39+00:00
48,"Fire #youtube! We know what you are doing with #truth! 
#youtuberepression #democracyunderattack #FreedomofSpeech #YoutubeAgainstHumanity
#googlelayoffs #NationalizeGoogle #NationalizeYouTube https://t.co/x6q938s9UQ",2023-02-26 18:21:30+00:00
49,Google lays off 100 robot employees used to clean cafeteria according to reports… #GoogleLayOffs #Ai #IndustryLayOffs 🤖 https://t.co/HzpIUnXkcX,2023-02-26 18:19:23+00:00
50,"A Google India employee Animesh Swain has said in a LinkedIn post that the company’s layoffs were not based on performance. He added that employees who received promotions recently were also among those laid off by the company. #layoffs #Googlelayoffs

 https://t.co/OppMeYICcR",2023-02-26 15:06:08+00:00
51,"Google Layoffs Not Based on Performance, Says Sacked Indian Employee in A #LinkedIn Post 
#Google #GoogleLayoffs  #layoffs
#layoffs2023 
https://t.co/StVys9U8eg",2023-02-26 15:01:01+00:00
52,"A Google India employee Animesh Swain has said in a LinkedIn post that the company’s layoffs were not based on performance. He added that employees who received promotions recently were also among those laid off by the company. #layoffs #Googlelayoffs

 https://t.co/OppMeYICcR",2023-02-26 14:05:48+00:00
53,"This Google India employee was sacked days after fifth anniversary with tech giant, 10 minutes before important meeting #googlelayoffs https://t.co/WZ7rMVf4PU",2023-02-26 13:02:36+00:00
54,"A Google India employee Animesh Swain has said in a LinkedIn post that the company’s layoffs were not based on performance. He added that employees who received promotions recently were also among those laid off by the company. #layoffs #Googlelayoffs

 https://t.co/OppMeYICcR",2023-02-26 13:01:05+00:00
55,"Google employee says layoffs were not performance-based #google #GoogleCEO #Googleemployees #GoogleIndia #googlelayoffs #LinkedIn #LinkedInpost #SundarPichai https://t.co/y0ZzOOmo6P
https://t.co/7PWkOZO6UN",2023-02-26 12:33:05+00:00
56,"#googlelayoffs
#Google India Lays Off Employee Days After Celebrating 5-Years at company.

""The 'access denied' message on my system left me numb as I was preparing for my meeting just 10 mins away.""
Isn't any Law-in-Land against such 'Brutal Termination' from Job ??
_ https://t.co/uJrILauD4n",2023-02-26 11:53:32+00:00
57,It’s beyond humans now.. govt have to think off about unemployed robots as well 🧐 #layoffs2023 #googlelayoffs https://t.co/ipnS4zVZi9,2023-02-26 09:45:45+00:00
58,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-26 08:43:14+00:00
59,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-26 08:18:52+00:00
60,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-26 07:57:36+00:00
61,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-26 07:47:06+00:00
62,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-26 07:22:53+00:00
63,"After Employees, Google Has Fired 100 Cafeteria 
https://t.co/1YCy6E0BV7

#google #GoogleFiredRobots #GoogleLayoffs #MachineLearning",2023-02-26 07:15:03+00:00
64,"This looks like employee homecoming
#unemployment #EconomicCrisis #googlelayoffs #microsoft #layoffs2023 #layoffs https://t.co/4CdiNmNXB9",2023-02-26 06:48:01+00:00
65,"#ICYMI | After working with the tech giant for almost 15 years, the California resident said that she is still working through the emotions of the ""brutal corporate handling"" of the #layoff.

Read Here 👇🏻
https://t.co/KdcPKPLwex

#GoogleLayoffs #Google",2023-02-25 12:59:10+00:00
66,"just watched the video of @kunalstwt  shut down of google code jam,  now students will focus more on the open source. #opensource #googlelayoffs https://t.co/G7tfr7bPxf",2023-02-25 11:00:24+00:00
67,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-25 09:45:21+00:00
68,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-25 09:04:48+00:00
69,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-25 09:04:22+00:00
70,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-25 08:49:36+00:00
71,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-25 08:26:23+00:00
72,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-25 08:24:02+00:00
73,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-25 08:23:27+00:00
74,"The report cited data from LeadGenius and Punks &amp; Pinstripes which shows that there are currently 59 ex-Google employees and 34 ex-Meta employees on OpenAI’s payroll.

Read Here 👇🏻
https://t.co/MdaQIxypMl

#OpenAI #Google #Meta #GoogleLayoffs #MetaLayoffs",2023-02-25 08:13:48+00:00
75,"The report cited data from LeadGenius and Punks &amp; Pinstripes which shows that there are currently 59 ex-Google employees and 34 ex-Meta employees on OpenAI’s payroll.

Read Here 👇🏻
https://t.co/MdaQIxypMl

#OpenAI #Google #Meta #GoogleLayoffs #MetaLayoffs",2023-02-25 08:10:36+00:00
76,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-25 07:54:44+00:00
77,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-25 07:22:23+00:00
78,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-25 07:14:09+00:00
79,[#Summary] Don't let a layoff define you. Learn how to create a new identity in this article #GoogleLayoffs #CareerChange #JobSearch https://t.co/lBvPfUnXwj,2023-02-25 07:13:09+00:00
80,"Google Layoffs: Alphabet Sacks 100 Robot Workers Used To Clean Its Cafeterias
@Google @sundarpichai
#Google #GoogleLayoffs #Alphabet #RobotWorkers #Cafeterias

https://t.co/fh2PqsCsw2",2023-02-25 05:41:56+00:00
81,"@Google Future customer service support no longer in the USA! If you advertise on Google, don't advertise with Google. You will be transferred to someone who uses English as a second language. #googlelayoffs @FoxNews @bbb_us @SnoopDogg @GooglePH https://t.co/KtMHULJpt8",2023-02-25 02:32:58+00:00
82,@missmelahabijan @GooglePH Good job Philippines!!! However I must add US businesses are accustomed to a certain level of customer service that if you don't have it you will never make USA customers happy. #googlelayoffs @CNN @TuckerCarlson,2023-02-25 02:31:45+00:00
83,"#ICYMI | After working with the tech giant for almost 15 years, the California resident said that she is still working through the emotions of the ""brutal corporate handling"" of the #layoff.

Read Here 👇🏻
https://t.co/KdcPKPLwex

#GoogleLayoffs #Google",2023-02-25 02:13:37+00:00
84,@missmelahabijan @GooglePH Good job Philippines!!! However I must add US businesses are accustomed to a certain level of customer service that if you don't have it you will never make USA customers happy. #googlelayoffs @CNN @TuckerCarlson,2023-02-25 01:06:11+00:00
85,"@Google Future customer service support no longer in the USA! If you advertise on Google, don't advertise with Google. You will be transferred to someone who uses English as a second language. #googlelayoffs @FoxNews @bbb_us @SnoopDogg @GooglePH https://t.co/KtMHULJpt8",2023-02-25 00:18:55+00:00
86,@TIME @charterworks For Google all they care about is investing in is AI so they don't have to deal with people's issues. #googlelayoffs,2023-02-24 22:57:32+00:00
87,@madebygoogle @Google @googlephotos Who cares? Nobody in the USA who sells your stupid phones. #googlelayoffs,2023-02-24 21:36:15+00:00
